"filename","restoration_type","species_annotation_codes","scientific_name","common_name","bout","song","call","begin_time_in_s","end_time_in_s","low_freq_in_Hz","high_freq_in_Hz","peak_freq_in_Hz","center_freq_in_Hz","delta_freq_in_Hz","BW_90_in_Hz","delta_time_in_s","dur_90_in_s","min_amp","max_amp","peak_amp","file_offset"
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 17",0,1,208.6307131,208.6864751,724.9,992.6,843.75,843.75,267.658,187.5,0.0558,0.032,-323,403,403,208.6307131
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 18",0,1,209.1449624,209.2069201,724.9,1003.7,843.75,843.75,278.81,187.5,0.062,0.0373,-377,348,377,209.1449624
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 19",0,1,209.6654074,209.7273651,702.6,1003.7,843.75,843.75,301.115,187.5,0.062,0.0373,-280,383,383,209.6654074
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 1",0,1,210.1982648,210.2540267,724.9,992.6,843.75,843.75,267.658,187.5,0.0558,0.032,-323,370,370,210.1982648
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 2",0,1,210.7372971,210.7992548,713.8,981.4,843.75,843.75,267.658,187.5,0.062,0.032,-344,337,344,210.7372971
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 3",0,1,211.2577421,211.3135041,702.6,992.6,843.75,843.75,289.963,187.5,0.0558,0.032,-571,530,571,211.2577421
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 4",0,1,211.7781871,211.8463406,713.8,1003.7,843.75,843.75,289.963,187.5,0.0682,0.0373,-412,371,412,211.7781871
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 5",0,1,212.3234152,212.385373,702.6,981.4,843.75,843.75,278.81,187.5,0.062,0.032,-411,418,418,212.3234152
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 6",0,1,212.8686433,212.9120138,702.6,992.6,843.75,843.75,289.963,187.5,0.0434,0.032,-361,458,458,212.8686433
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 7",0,1,213.3890884,213.4324588,713.8,992.6,843.75,843.75,278.81,187.5,0.0434,0.032,-592,565,592,213.3890884
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 8",0,1,213.9219249,213.9714911,713.8,1003.7,843.75,843.75,289.963,187.5,0.0496,0.032,-376,313,376,213.9219249
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 9",0,1,214.467153,214.5291108,702.6,1003.7,843.75,843.75,301.115,187.5,0.062,0.0373,-372,366,372,214.467153
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 10",0,1,214.9999896,215.0495558,702.6,992.6,843.75,843.75,289.963,187.5,0.0496,0.032,-443,453,453,214.9999896
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 11",0,1,215.5142388,215.5700008,713.8,992.6,843.75,843.75,278.81,187.5,0.0558,0.0373,-472,551,551,215.5142388
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 12",0,1,216.0408796,216.0966416,680.3,1014.9,843.75,843.75,334.572,187.5,0.0558,0.0373,-494,787,787,216.0408796
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 13",0,1,217.0631823,217.1189443,736.1,970.3,843.75,843.75,234.201,187.5,0.0558,0.032,-588,406,588,217.0631823
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 14",0,1,217.6146062,217.6703682,713.8,992.6,843.75,843.75,278.81,187.5,0.0558,0.0373,-438,335,438,217.6146062
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 15",0,1,218.1288554,218.1970089,691.4,1003.7,843.75,843.75,312.268,187.5,0.0682,0.0373,-608,662,662,218.1288554
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 16",0,1,218.661692,218.7112582,736.1,992.6,843.75,843.75,256.506,187.5,0.0496,0.032,-362,385,385,218.661692
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 17",0,1,219.2998567,219.3618144,713.8,992.6,843.75,843.75,278.81,187.5,0.062,0.032,-315,362,362,219.2998567
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 18",0,1,219.8203017,219.8822595,713.8,1014.9,843.75,843.75,301.115,187.5,0.062,0.0373,-488,401,488,219.8203017
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 1",0,1,220.3345718,220.3903338,736.1,1003.7,843.75,843.75,267.658,187.5,0.0558,0.032,-315,440,440,220.3345718
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 2",0,1,220.848821,220.9107788,702.6,1003.7,843.75,843.75,301.115,187.5,0.062,0.032,-684,639,684,220.848821
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 3",0,1,221.3816576,221.4312238,736.1,981.4,843.75,843.75,245.353,187.5,0.0496,0.032,-361,386,386,221.3816576
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 4",0,1,221.8773195,221.9330815,713.8,992.6,843.75,843.75,278.81,187.5,0.0558,0.0373,-432,499,499,221.8773195
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 5",0,1,222.3915687,222.4473307,713.8,992.6,843.75,843.75,278.81,187.5,0.0558,0.0373,-376,395,395,222.3915687
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 6",0,1,222.9120138,222.9677757,691.4,992.6,843.75,843.75,301.115,187.5,0.0558,0.032,-749,699,749,222.9120138
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 7",0,1,223.4200672,223.482025,713.8,981.4,843.75,843.75,267.658,187.5,0.062,0.0373,-524,462,524,223.4200672
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 8",0,1,223.9529038,224.0148615,736.1,981.4,843.75,843.75,245.353,187.5,0.062,0.0373,-442,552,552,223.9529038
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 9",0,1,224.467153,224.5105234,724.9,1003.7,843.75,843.75,278.81,187.5,0.0434,0.0267,-465,463,465,224.467153
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 10",0,1,224.9814023,225.0371642,713.8,970.3,843.75,843.75,256.506,187.5,0.0558,0.032,-453,497,497,224.9814023
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 11",0,1,225.5018473,225.5700008,691.4,1003.7,843.75,843.75,312.268,187.5,0.0682,0.0373,-352,385,385,225.5018473
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 12",0,1,226.0160965,226.0780543,724.9,981.4,843.75,843.75,256.506,187.5,0.062,0.032,-397,415,415,226.0160965
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 13",0,1,226.5489331,226.6108908,736.1,1003.7,843.75,843.75,267.658,187.5,0.062,0.032,-489,523,523,226.5489331
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 14",0,1,227.0569865,227.1251401,691.4,1003.7,843.75,843.75,312.268,187.5,0.0682,0.032,-547,604,604,227.0569865
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 15",0,1,227.6146062,227.6765639,669.1,992.6,843.75,843.75,323.42,187.5,0.062,0.032,-428,386,428,227.6146062
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 16",0,1,228.0978766,228.1660301,680.3,992.6,843.75,843.75,312.268,187.5,0.0682,0.032,-445,418,445,228.0978766
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 17",0,1,228.6183216,228.6864751,724.9,992.6,843.75,843.75,267.658,187.5,0.0682,0.0373,-614,630,630,228.6183216
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 18",0,1,229.1511581,229.2007243,736.1,1014.9,843.75,843.75,278.81,187.5,0.0496,0.032,-436,445,445,229.1511581
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 19",0,1,229.6901905,229.7521482,691.4,992.6,843.75,843.75,301.115,187.5,0.062,0.032,-484,567,567,229.6901905
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 1",0,1,230.2106563,230.2664183,724.9,1014.9,843.75,843.75,289.963,187.5,0.0558,0.0373,-403,484,484,230.2106563
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 2",0,1,230.712514,230.7806675,669.1,1014.9,843.75,843.75,345.725,187.5,0.0682,0.032,-722,568,722,230.712514
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 3",0,1,231.232959,231.288721,702.6,981.4,843.75,843.75,278.81,187.5,0.0558,0.032,-443,419,443,231.232959
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 4",0,1,231.7472083,231.8153618,691.4,981.4,843.75,843.75,289.963,187.5,0.0682,0.032,-843,1064,1064,231.7472083
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 5",0,1,233.3209348,233.3952841,713.8,992.6,843.75,843.75,278.81,187.5,0.0743,0.0373,-666,772,772,233.3209348
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 6",0,1,233.8351841,233.890946,702.6,981.4,843.75,843.75,278.81,187.5,0.0558,0.0373,-613,697,697,233.8351841
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 7",0,1,234.3680206,234.4237826,713.8,981.4,843.75,843.75,267.658,187.5,0.0558,0.032,-514,461,514,234.3680206
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 8",0,1,234.8946614,234.9628149,702.6,981.4,843.75,843.75,278.81,187.5,0.0682,0.0373,-453,515,515,234.8946614
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 9",0,1,235.4089107,235.4584769,769.5,981.4,843.75,843.75,211.896,93.75,0.0496,0.032,-391,463,463,235.4089107
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 10",0,1,235.9169641,235.9789219,747.2,981.4,843.75,843.75,234.201,187.5,0.062,0.032,-389,472,472,235.9169641
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 11",0,1,236.4559965,236.5179542,724.9,992.6,843.75,843.75,267.658,187.5,0.062,0.032,-394,420,420,236.4559965
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 12",0,1,236.9640499,237.0198119,691.4,992.6,843.75,843.75,301.115,187.5,0.0558,0.0373,-442,404,442,236.9640499
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 13",0,1,237.4844949,237.5526485,691.4,981.4,843.75,843.75,289.963,187.5,0.0682,0.032,-437,446,446,237.4844949
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 14",0,1,237.9987442,238.0545061,702.6,970.3,843.75,843.75,267.658,187.5,0.0558,0.032,-403,404,404,237.9987442
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 15",0,1,238.5377765,238.60593,669.1,981.4,843.75,843.75,312.268,187.5,0.0682,0.0373,-441,422,441,238.5377765
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 16",0,1,239.0396342,239.1077877,713.8,981.4,843.75,843.75,267.658,187.5,0.0682,0.032,-426,462,462,239.0396342
"THEN10U_20200319_173000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 17",0,1,239.5972539,239.6592116,702.6,1003.7,843.75,843.75,301.115,187.5,0.062,0.032,-446,515,515,239.5972539
"HP4008U_20200313_165000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 1",0,1,175.66913317,175.71869936,646.8,892.2,843.75,750,245.353,187.5,0.0496,0.032,-344,442,442,175.66913317
"HP4008U_20200313_165000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 2",0,1,176.74719784,176.79676403,646.8,869.9,750,750,223.048,187.5,0.0496,0.032,-520,435,520,176.74719784
"HP4008U_20200313_165000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 3",0,1,177.69515126,177.73852167,669.1,914.5,750,750,245.353,93.75,0.0434,0.0213,-448,422,448,177.69515126
"HP4008U_20200313_165000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 4",0,1,178.76702015,178.81039057,624.5,892.2,750,750,267.658,187.5,0.0434,0.0213,-413,348,413,178.76702015
"HP4008U_20200313_165000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 5",0,1,179.64682005,179.70258202,624.5,892.2,750,750,267.658,187.5,0.0558,0.032,-330,345,345,179.64682005
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 1",0,1,30.123915479,30.185873219,602.2,803,656.25,656.25,200.743,93.75,0.062,0.0373,-484,485,485,30.123915479
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 2",0,1,30.619577396,30.656752039,624.5,847.6,656.25,656.25,223.048,93.75,0.0372,0.0267,-376,486,486,30.619577396
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 3",0,1,31.109043538,31.164805504,624.5,825.3,750,656.25,200.743,93.75,0.0558,0.0427,-390,352,390,31.109043538
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 4",0,1,32.515484227,32.58363774,624.5,869.9,750,750,245.353,187.5,0.0682,0.0533,-397,400,400,32.515484227
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 5",0,1,32.986363047,33.060712335,602.2,847.6,750,750,245.353,187.5,0.0743,0.0533,-625,599,625,32.986363047
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 6",0,1,33.463437642,33.543982703,579.9,869.9,750,750,289.963,187.5,0.0805,0.0533,-824,627,824,33.463437642
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 7",0,1,33.934316463,34.021057298,602.2,869.9,750,750,267.658,187.5,0.0867,0.0533,-458,529,529,33.934316463
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 8",0,1,34.987598035,35.061947323,579.9,914.5,750,750,334.572,187.5,0.0743,0.0533,-441,439,441,34.987598035
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 9",0,1,35.452281082,35.52663037,602.2,869.9,750,750,267.658,187.5,0.0743,0.048,-617,599,617,35.452281082
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 10",0,1,35.923159903,36.003704964,579.9,892.2,750,750,312.268,187.5,0.0805,0.048,-406,456,456,35.923159903
"OLV110U_20200507_162000","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 11",0,1,36.449800689,36.517954203,557.6,869.9,750,750,312.268,281.25,0.0682,0.0533,-506,636,636,36.449800689
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 1",0,1,220.16109012,220.22924364,624.5,892.2,750,750,267.658,187.5,0.0682,0.0373,-435,503,503,220.16109012
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 2",0,1,220.55142388,220.62577317,602.2,869.9,750,750,267.658,187.5,0.0743,0.0427,-387,406,406,220.55142388
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 3",0,1,220.92936609,220.99132383,669.1,892.2,750,750,223.048,93.75,0.062,0.032,-368,607,607,220.92936609
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 4",0,1,221.31969985,221.38165759,602.2,892.2,750,750,289.963,187.5,0.062,0.0427,-458,471,471,221.31969985
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 5",0,1,221.69764206,221.77199135,579.9,914.5,750,750,334.572,187.5,0.0743,0.0373,-443,498,498,221.69764206
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 6",0,1,222.08797582,222.15612934,602.2,892.2,750,750,289.963,187.5,0.0682,0.0373,-378,435,435,222.08797582
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 7",0,1,222.47211381,222.5464631,602.2,892.2,750,750,289.963,187.5,0.0743,0.0373,-752,781,781,222.47211381
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 8",0,1,222.85625179,222.92440531,602.2,892.2,750,750,289.963,187.5,0.0682,0.0427,-509,575,575,222.85625179
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 9",0,1,223.25278133,223.32093484,624.5,892.2,750,750,267.658,187.5,0.0682,0.0373,-444,533,533,223.25278133
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 10",0,1,223.64931086,223.70507283,624.5,892.2,750,750,267.658,187.5,0.0558,0.0373,-534,573,573,223.64931086
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 11",0,1,224.02725307,224.08921081,602.2,892.2,750,750,289.963,187.5,0.062,0.032,-522,677,677,224.02725307
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 12",0,1,224.40519528,224.47954457,624.5,892.2,750,750,267.658,187.5,0.0743,0.0427,-376,394,394,224.40519528
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 13",0,1,224.81411637,224.8760741,669.1,892.2,750,750,223.048,93.75,0.062,0.032,-627,573,627,224.81411637
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 14",0,1,225.21684167,225.27879941,602.2,892.2,750,750,289.963,187.5,0.062,0.0373,-474,561,561,225.21684167
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 15",0,1,226.07185848,226.13381622,602.2,892.2,750,750,289.963,187.5,0.062,0.0373,-401,432,432,226.07185848
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 16",0,1,226.46838801,226.53654153,624.5,892.2,750,750,267.658,187.5,0.0682,0.0373,-626,644,644,226.46838801
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 17",0,1,226.87111332,226.93307106,602.2,914.5,750,750,312.268,187.5,0.062,0.0427,-852,981,981,226.87111332
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 18",0,1,227.24905553,227.32340482,602.2,914.5,750,750,312.268,187.5,0.0743,0.0427,-1119,1267,1267,227.24905553
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 19",0,1,227.63319352,227.71373858,624.5,914.5,750,750,289.963,187.5,0.0805,0.0427,-903,888,903,227.63319352
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 20",0,1,228.0173315,228.08548501,602.2,914.5,750,750,312.268,187.5,0.0682,0.0427,-699,678,699,228.0173315
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 21",0,1,228.38288216,228.46342723,602.2,892.2,750,750,289.963,187.5,0.0805,0.0373,-580,662,662,228.38288216
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 22",0,1,228.76702015,228.82897789,624.5,914.5,656.25,750,289.963,187.5,0.062,0.0373,-1261,2099,2099,228.76702015
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 23",0,1,229.15735391,229.22550742,602.2,892.2,750,750,289.963,187.5,0.0682,0.0373,-1373,1552,1552,229.15735391
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 24",0,1,229.53529612,229.60964541,602.2,892.2,750,750,289.963,187.5,0.0743,0.0373,-405,442,442,229.53529612
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 25",0,1,229.90704256,229.99997917,602.2,892.2,750,750,289.963,187.5,0.0929,0.0427,-464,434,464,229.90704256
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 1",0,1,230.29120138,230.35315912,646.8,892.2,750,750,245.353,187.5,0.062,0.0373,-1365,1446,1446,230.29120138
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 2",0,1,230.66914359,230.7372971,646.8,869.9,750,750,223.048,187.5,0.0682,0.0373,-1752,1810,1810,230.66914359
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 3",0,1,231.0470858,231.11523931,624.5,869.9,750,750,245.353,187.5,0.0682,0.0427,-542,635,635,231.0470858
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 4",0,1,231.81536177,231.87731951,624.5,869.9,750,750,245.353,187.5,0.062,0.032,-1524,1705,1705,231.81536177
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 5",0,1,232.59602929,232.6641828,624.5,869.9,750,750,245.353,187.5,0.0682,0.0373,-2498,2259,2498,232.59602929
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 6",0,1,232.98636305,233.04832079,624.5,869.9,750,750,245.353,187.5,0.062,0.0373,-440,411,440,232.98636305
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 7",0,1,233.36430526,233.43245877,602.2,914.5,750,750,312.268,187.5,0.0682,0.032,-687,674,687,233.36430526
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 8",0,1,233.76703057,233.82898831,602.2,892.2,750,750,289.963,187.5,0.062,0.0373,-571,557,571,233.76703057
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 9",0,1,234.1635601,234.23171361,602.2,914.5,750,750,312.268,187.5,0.0682,0.0427,-752,675,752,234.1635601
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 10",0,1,234.55389386,234.6158516,624.5,892.2,750,750,267.658,187.5,0.062,0.0373,-486,457,486,234.55389386
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 11",0,1,234.96281494,235.01857691,535.3,892.2,750,750,356.877,187.5,0.0558,0.0373,-412,421,421,234.96281494
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 12",0,1,235.33456138,235.40271489,624.5,892.2,750,750,267.658,187.5,0.0682,0.0427,-528,627,627,235.33456138
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 13",0,1,235.71869936,235.7806571,535.3,869.9,750,750,334.572,187.5,0.062,0.0373,-1500,1412,1500,235.71869936
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 14",0,1,236.14620777,236.21436128,579.9,869.9,750,750,289.963,187.5,0.0682,0.0427,-3084,2957,3084,236.14620777
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 15",0,1,236.55512885,236.61089081,602.2,892.2,750,750,289.963,187.5,0.0558,0.0373,-1065,1088,1088,236.55512885
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 16",0,1,236.97644148,237.04459499,579.9,914.5,750,750,334.572,187.5,0.0682,0.0373,-402,374,402,236.97644148
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 17",0,1,237.36677524,237.44112452,579.9,914.5,750,750,334.572,187.5,0.0743,0.0427,-667,651,667,237.36677524
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 18",0,1,237.81287096,237.89341602,602.2,936.8,750,750,334.572,187.5,0.0805,0.0373,-1072,1196,1196,237.81287096
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 19",0,1,238.21559627,238.27755401,602.2,914.5,750,750,312.268,187.5,0.062,0.0373,-640,805,805,238.21559627
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 20",0,1,238.61832157,238.69886664,602.2,914.5,750,750,312.268,187.5,0.0805,0.0427,-427,454,454,238.61832157
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 21",0,1,239.33083558,239.39898909,624.5,914.5,750,750,289.963,187.5,0.0682,0.0427,-368,391,391,239.33083558
"OLV110U_20200507_162500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 22",0,1,239.73356089,239.79551863,602.2,914.5,750,750,312.268,187.5,0.062,0.0373,-394,399,399,239.73356089
"HP4008U_20200310_174500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 1",0,1,110.1548943,110.2230479,513,869.9,656.25,656.25,356.877,93.75,0.0682,0.0373,-509,611,611,110.1548943
"HP4008U_20200310_174500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 2",0,1,110.5576197,110.6257732,557.6,847.6,656.25,656.25,289.963,187.5,0.0682,0.0373,-574,734,734,110.5576197
"HP4008U_20200310_174500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 3",0,1,110.9479534,111.0223027,557.6,825.3,656.25,656.25,267.658,93.75,0.0743,0.0427,-487,474,487,110.9479534
"HP4008U_20200310_174500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 4",0,1,111.3506787,111.4188322,513,825.3,656.25,656.25,312.268,93.75,0.0682,0.0427,-513,609,609,111.3506787
"HP4008U_20200310_174500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 5",0,1,111.753404,111.8277533,513,847.6,656.25,656.25,334.572,187.5,0.0743,0.0427,-449,564,564,111.753404
"HP4008U_20200310_174500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 6",0,1,112.137542,112.2180871,535.3,847.6,656.25,656.25,312.268,187.5,0.0805,0.0373,-1878,1688,1878,112.137542
"HP4008U_20200310_174500","Passive","MABA","Psilopogon malabaricus","Malabar Barbet","bout 7",0,1,112.5340715,112.6084208,513,825.3,656.25,656.25,312.268,187.5,0.0743,0.0427,-736,782,782,112.5340715
